locus,concept,concept_type,ambiguity_level,query_condition,query_count,catholic_score,secular_score,catholic_alignment_score,top_catholic_rate,mean_nearest_catholic_rank,mean_nearest_secular_rank
Human Dignity and Theological Anthropology,creatureliness,anthropological_doctrinal,low,catholic,3,0.3555500785509745,0.2638811270395915,0.09166895151138306,0.3333333333333333,1.6666666666666667,1.3333333333333333
Human Dignity and Theological Anthropology,creatureliness,anthropological_doctrinal,low,ordinary,3,0.3116481125354767,0.29478128751118976,0.016866825024286897,0.0,2.3333333333333335,1.0
Human Dignity and Theological Anthropology,death,anthropological_eschatological,high,academic,3,0.2723827968041102,0.33403400878111517,-0.061651211977005016,0.0,4.0,1.0
Human Dignity and Theological Anthropology,death,anthropological_eschatological,high,bare,1,0.32196633219718934,0.4333616435527802,-0.11139531135559083,0.0,3.0,1.0
Human Dignity and Theological Anthropology,death,anthropological_eschatological,high,catholic,3,0.3185209055741628,0.26473690718412396,0.053783998390038806,0.6666666666666666,1.3333333333333333,1.6666666666666667
Human Dignity and Theological Anthropology,death,anthropological_eschatological,high,ordinary,3,0.2262403686841329,0.30866585771242777,-0.0824254890282949,0.0,4.0,1.0
Human Dignity and Theological Anthropology,disability,anthropological_social,high,academic,3,0.26784098049004873,0.33684965272744494,-0.06900867223739623,0.0,4.0,1.0
Human Dignity and Theological Anthropology,disability,anthropological_social,high,bare,1,0.2704355508089066,0.48632254004478453,-0.21588698923587796,0.0,6.0,1.0
Human Dignity and Theological Anthropology,disability,anthropological_social,high,catholic,3,0.29795847137769066,0.2668957402308782,0.031062731146812444,0.3333333333333333,1.6666666666666667,1.3333333333333333
Human Dignity and Theological Anthropology,disability,anthropological_social,high,ordinary,3,0.2370792696873347,0.32381674448649084,-0.08673747479915617,0.0,5.0,1.0
Human Dignity and Theological Anthropology,ecological responsibility,social_doctrine,medium,academic,3,0.41524247725804647,0.3485824465751648,0.06666003068288166,1.0,1.0,3.3333333333333335
Human Dignity and Theological Anthropology,ecological responsibility,social_doctrine,medium,bare,1,0.5027111113071442,0.46641660332679746,0.036294507980346724,1.0,1.0,3.0
Human Dignity and Theological Anthropology,ecological responsibility,social_doctrine,medium,catholic,3,0.4508136550585429,0.2947251498699188,0.15608850518862408,1.0,1.0,6.0
Human Dignity and Theological Anthropology,ecological responsibility,social_doctrine,medium,ordinary,3,0.3774867932001749,0.34574489295482635,0.03174190024534864,1.0,1.0,2.6666666666666665
Human Dignity and Theological Anthropology,elderly life,anthropological_social,high,academic,3,0.35891580482323965,0.3725177576144536,-0.013601952791213992,1.0,1.0,3.0
Human Dignity and Theological Anthropology,elderly life,anthropological_social,high,bare,1,0.4194165736436844,0.49724399447441103,-0.07782742083072663,1.0,1.0,3.0
Human Dignity and Theological Anthropology,elderly life,anthropological_social,high,catholic,3,0.32609781523545583,0.2986109713713328,0.02748684386412305,1.0,1.0,3.0
Human Dignity and Theological Anthropology,elderly life,anthropological_social,high,ordinary,3,0.31814415057500206,0.3482705364624659,-0.030126385887463896,1.0,1.0,2.6666666666666665
Human Dignity and Theological Anthropology,embodiment,anthropological,high,academic,3,0.3953710416952769,0.3641445914904276,0.031226450204849265,0.6666666666666666,1.3333333333333333,2.0
